label,file_size,number_of_sections,file_characteristics,imagebase,dll_characteristics,size_of_image,size_of_headers,size_of_code,Check_for_Debugger,contain_bitcoin_address,is_packed,ransomware_command_indicator,suspicious_technique_indicator,contain_monero_address,contain_onion_address,using_encryption_library,ransomware_string_indicator,suspicious_entropy_and_indicator,yara_match_count,unique_section_names,max_entropy,min_entropy,mean_entropy,max_section_size,min_section_size,mean_section_size,is_gui,imported_dll_count,imported_function_count,exported_function_count
benign,268360,6,258,4194304,49472,282624,1024,130560,1,0,0,0,0,0,0,0,0,1,5,2,6.654496915417516,0.3164000245953951,4.301229519753519,130560,512,42837.333333333336,1,6,180,0
benign,100936,6,258,4194304,49472,110592,1024,44032,1,0,0,0,0,0,0,0,0,1,4,2,6.555143578767231,0.11446338125913882,4.106743204280376,44032,512,14933.333333333334,1,1,68,0
benign,1634400,6,258,4194304,49472,1642496,1024,110592,1,0,0,0,0,0,0,1,0,1,5,2,7.984468348408465,0.43720409275959127,4.807695445275603,1466368,512,270506.6666666667,1,5,142,0
benign,1634400,6,258,4194304,49472,1642496,1024,110592,1,0,0,0,0,0,0,1,0,1,5,2,7.984468348408465,0.43720409275959127,4.807695445275603,1466368,512,270506.6666666667,1,5,142,0
benign,13312,6,34,5368709120,49504,32768,1024,4608,0,0,0,0,0,0,0,0,0,0,0,2,5.956342427366456,0.30140680731160896,2.890882818841692,4608,512,2048.0,0,4,43,0
benign,1101753,10,550,4299161600,32768,1200128,1024,424960,1,0,0,0,0,0,0,0,0,1,2,5,6.290447286906391,0.0,4.096088264259576,424960,0,108236.8,1,15,461,0
benign,1037488,2,8450,268435456,1344,1032192,512,0,0,0,0,0,0,0,0,0,0,1,1,1,3.4742034920012492,1.023862620619031,2.2490330563101404,1020416,512,510464.0,1,0,0,0
benign,2490824,6,8450,268435456,16704,2506752,1024,2204672,1,0,0,0,0,0,0,1,0,1,4,2,6.593121576277279,2.491427892841867,4.948539681091925,2204672,512,413354.6666666667,1,56,303,33
benign,1904864,10,34,5368709120,33120,1937408,1024,1525248,1,0,0,0,0,1,0,1,0,1,6,5,5.791442866661623,0.011173818721219527,3.2603322017314973,1525248,512,187648.0,0,7,199,0
benign,5457640,8,783,4194304,320,5521408,1024,3773952,1,0,0,0,0,0,0,1,0,1,3,2,6.848293510152695,0.0,3.1248038532110805,3773952,0,681152.0,0,5,233,0
benign,4175080,8,783,4194304,320,4218880,1024,2767360,1,0,0,0,0,0,0,1,0,1,3,2,7.046203266527505,0.0,3.2693262554410243,2767360,0,520832.0,0,5,223,0
benign,9030888,8,783,4194304,320,9093120,1024,6855680,1,0,0,0,0,0,0,1,0,1,3,2,6.565379722288475,0.0,3.148096612584782,6855680,0,1127808.0,0,6,270,0
benign,15603136,12,558,5368709120,352,15716352,1024,10740224,1,1,0,0,0,1,0,1,0,1,8,5,7.991195674320492,0.0,4.102014401803346,10740224,0,1299242.6666666667,0,13,427,0
benign,4904168,8,783,4194304,320,4943872,1024,3325440,1,0,0,0,0,0,0,1,0,1,3,2,6.88166717071551,0.0,3.2031449748348626,3325440,0,611968.0,0,6,255,0
benign,29777656,11,782,4194304,320,29859840,4096,22061056,1,1,0,0,0,1,0,1,0,1,7,4,6.862487811503654,0.0,4.041687170008248,22061056,0,2706013.090909091,1,25,785,140
benign,1441280,6,258,4194304,49216,1462272,1024,1008640,1,0,0,0,0,0,0,1,0,0,5,2,6.727819814730771,3.3303424287735344,5.610600688586516,1008640,1024,240042.66666666666,1,37,452,0
benign,138752,6,8450,268435456,16704,167936,1024,120320,1,0,0,0,0,0,0,1,0,0,3,2,6.7017994374685745,0.6670210649546291,4.3468520418068834,120320,512,22954.666666666668,1,24,168,132
benign,118784,6,8450,268435456,16704,131072,1024,46080,1,0,0,0,0,0,0,0,0,0,4,2,7.004427548072199,0.43720409275959127,4.870496255510308,60928,512,19626.666666666668,1,6,121,4
benign,857088,7,35,5368709120,32768,970752,1024,567296,1,0,0,0,0,0,0,0,0,0,2,4,6.541808231151652,1.110297257743727,4.505113483047628,567296,512,122294.85714285714,0,2,105,0
benign,4851712,6,34,5368709120,33088,4882432,1024,3791360,1,0,0,0,0,0,0,1,0,0,3,2,6.448643216306882,3.633458581435165,5.401125422141299,3791360,512,808448.0,0,10,366,0
benign,492848,4,259,4194304,0,495616,4096,372736,1,0,0,0,0,0,0,1,0,1,5,1,6.619679852925519,3.056677681703699,4.5526760974204885,372736,4096,120832.0,0,2,91,0
benign,294912,4,35,5368709120,33280,557056,1024,205312,1,0,0,0,0,0,0,0,0,0,1,2,6.5287606438140315,4.824219649197258,5.642699352312668,205312,6656,73472.0,0,3,94,0
benign,27477546,16,39,4194304,1344,32751616,1536,18767360,1,0,1,0,0,1,0,1,0,1,6,9,6.8068487522755925,0.0,3.233793339337258,18767360,0,1550592.0,0,13,448,0
benign,19968,7,34,5368709120,49504,40960,1024,7680,0,0,0,0,0,0,0,0,0,0,0,3,5.896902170326927,0.15127132530476972,2.8402751192007605,7680,512,2706.285714285714,1,11,72,0
benign,436736,6,8450,268435456,16704,454656,1024,406528,1,0,0,0,0,0,0,1,0,0,3,2,6.786130223990654,2.5304457405767895,4.853370497602589,406528,512,72618.66666666667,0,24,142,160
benign,771072,6,8450,1930428416,16704,794624,1024,705536,1,0,0,0,0,0,0,1,0,0,5,2,6.821070380666145,0.5634350969267119,4.46148763869497,705536,512,128341.33333333333,0,35,441,62
benign,1143760,6,8226,6442450944,16736,1159168,1024,857600,1,0,0,0,0,0,0,0,0,1,3,2,6.301914049469152,3.3353437041623284,4.849828077293886,857600,1024,189013.33333333334,0,8,201,24
benign,16234336,6,258,4194304,33088,16236544,1024,8199680,1,1,0,0,0,0,0,1,0,1,8,2,6.57660013218475,2.070572787248137,4.59742955791853,8199680,1024,2702250.6666666665,1,24,635,69
benign,2731056,3,8226,2037514240,34144,2744320,512,2712576,1,0,0,0,0,0,0,1,0,1,3,0,6.355420335858014,0.10191042566270775,3.0431095051431414,2712576,512,904874.6666666666,0,1,1,0
benign,9572272,4,8450,271122432,34112,9572352,1024,0,0,0,0,0,0,0,0,1,0,1,2,1,6.868760914441236,4.951601293847644,6.0503383103605195,7635968,172032,2390528.0,0,0,0,0
benign,992920,6,8226,6442450944,320,1015808,1024,702464,1,0,0,0,0,0,0,0,0,1,2,2,6.258323718655711,1.7593437116986126,4.620471291656934,702464,14848,164181.33333333334,1,1,100,6
benign,856208,6,8226,4563402752,64,872448,1024,623616,1,0,0,0,0,0,0,0,0,1,2,2,6.322080916290914,1.7551351273464115,4.544315838057305,623616,14848,141397.33333333334,1,1,109,6
benign,804312,4,259,4194304,32768,942080,1024,466944,1,0,0,0,0,0,0,1,0,1,5,1,6.351640152092538,4.573973500893993,5.267225151237403,466944,12288,198272.0,1,17,1079,32
benign,1370576,6,258,4194304,33088,1368064,1024,844800,1,0,0,0,0,0,0,1,0,1,7,2,6.613339998762345,2.6513825017358164,4.6311688414604975,844800,512,224938.66666666666,1,16,437,0
benign,227688,5,258,4194304,33088,225280,1024,132096,1,0,0,0,0,0,0,0,0,1,7,1,6.555210670080256,3.563803899793649,5.242942928611631,132096,3584,41779.2,1,15,294,0
benign,53616,6,258,4194304,33088,49152,1024,8192,1,0,0,0,0,0,0,0,0,1,4,2,6.332389474441427,1.5543751087081061,3.998058867382165,15872,512,5461.333333333333,1,10,60,0
benign,557448,8,34,5368709120,49504,561152,1024,267264,1,0,0,0,0,0,0,1,0,1,4,4,6.307876617895246,1.0359539603480576,3.7275162805322095,267264,512,67072.0,1,12,214,0
benign,4373984,5,258,4194304,33088,4399104,1024,2995712,1,1,0,0,0,0,0,1,0,1,9,1,6.669253343419644,2.640865324668011,4.681468722375958,2995712,2560,870604.8,1,17,573,0
benign,1225552,2,8450,268435456,1344,1216512,512,0,0,0,0,0,0,0,0,0,0,1,1,1,3.4807770958810837,1.026294480966368,2.2535357884237257,1208320,512,604416.0,1,0,0,0
benign,239552,6,258,4194304,33088,233472,1024,121344,1,0,0,0,0,0,0,1,0,1,6,2,6.63215899594505,2.890251214525675,4.857623277851866,121344,512,36437.333333333336,1,19,202,0
benign,475040,6,258,4194304,33088,475136,1024,44544,1,0,0,0,0,0,0,0,0,1,5,2,6.412997483798601,1.9664715999886568,4.242746945259628,387072,512,75690.66666666667,1,14,118,0
benign,53728,6,258,4194304,33088,49152,1024,8192,1,0,0,0,0,0,0,0,0,1,4,2,6.332389474441427,1.5543751087081061,3.932100126474411,15872,512,5461.333333333333,1,10,60,0
benign,491920,6,258,4194304,33088,487424,1024,196096,1,0,0,0,0,0,0,0,0,1,6,2,6.587514712753996,2.387603710140671,4.749287624241529,196096,512,78506.66666666667,1,14,140,0
benign,231728,8,34,5368709120,49504,241664,1024,29696,1,0,0,0,0,0,0,0,0,1,2,4,6.214208118344649,1.446481235004489,2.9522351219356895,168448,512,26624.0,1,11,84,0
benign,10775440,6,258,4194304,33088,10829824,1024,6352384,1,0,0,0,0,0,0,1,0,1,8,2,6.71319670094824,1.3243776756354295,4.286051903476117,6352384,512,1792426.6666666667,1,22,669,0
benign,702808,6,258,4194304,33088,708608,1024,584192,1,0,0,0,0,0,0,0,0,1,7,2,6.831217594320265,2.9610300411250168,4.9649089134205715,584192,512,113664.0,1,20,235,0
benign,1050112,6,258,4194304,49472,1073152,1024,951808,1,0,0,0,0,0,0,1,0,0,5,2,6.814862332816483,0.16476501235057214,4.066364558815327,951808,512,174848.0,1,27,580,0
benign,7231488,6,8450,1784676352,16704,7282688,1024,6647296,1,1,0,0,0,0,0,1,0,0,7,2,6.87392524830851,3.9706952786159966,5.45784976942688,6647296,2048,1205077.3333333333,1,27,870,5
benign,633152,7,8226,6442450944,16736,643072,1024,323584,1,0,0,0,0,0,0,0,0,1,2,3,6.381190200992942,0.8870443577292251,4.448239473722571,323584,512,87990.85714285714,0,14,179,1515
benign,137216,7,34,5368709120,49504,192512,1024,88064,1,0,0,0,0,0,0,0,0,0,1,3,6.100718704531983,0.26182738835361985,3.8008890649078144,88064,512,19456.0,0,30,175,1
benign,175208,6,290,4194304,49472,176128,1024,108032,1,0,0,0,0,0,0,1,0,1,5,2,6.605911424459645,0.0,4.06516574717955,108032,512,26538.666666666668,1,6,159,0
benign,121256,6,258,4194304,33088,118784,1024,46592,1,0,0,0,0,0,0,0,0,1,6,2,6.6116219158631635,2.111424052576955,4.953665826558098,46592,512,16725.333333333332,1,13,146,0
benign,69999448,6,290,4194304,33088,212992,1024,157696,1,0,0,0,0,0,0,1,0,1,6,2,6.5643677908876255,1.6984374240560536,4.1727991509030735,157696,512,31232.0,1,10,157,3
benign,868352,5,258,4194304,0,2273280,4096,552960,1,0,0,0,0,0,0,1,0,1,6,1,7.040673152208149,3.700782765150922,5.158316893181106,552960,4096,172851.2,0,1,81,0
benign,259584,4,259,4194304,0,274432,1024,200704,1,0,0,0,0,0,0,1,0,0,4,1,6.651537786468059,3.5775045432519597,4.970450781198612,200704,1024,64640.0,0,1,82,0
benign,123756,19,8230,14727905280,352,143360,1536,16384,0,0,0,0,0,0,0,1,0,1,2,14,6.3059579258296115,0.0,3.288963149275867,35840,0,4931.368421052632,0,2,27,1
benign,200704,7,34,5368709120,49504,229376,1024,148992,1,0,0,0,0,0,0,1,0,0,2,3,6.2760036646147555,1.8063951451341909,4.317654111548355,148992,512,28525.714285714286,1,28,258,0
benign,1502720,7,8226,6442450944,352,1531904,1024,1154560,1,0,0,0,0,0,0,1,0,0,3,3,6.462953618935253,0.08153941234324169,4.164276536504246,1154560,512,214528.0,1,17,240,1317
benign,485376,7,8226,6442450944,352,503808,1024,50688,1,0,0,0,0,0,0,0,0,0,1,3,6.696312587351402,0.08153941234324169,3.782108153461889,368128,512,69193.14285714286,1,4,50,1
benign,159768,5,8450,268435456,320,151552,1024,125952,1,0,0,0,0,0,0,0,0,1,4,1,6.531898508998509,1.9092621660766724,4.6445128060142125,125952,512,27852.8,1,12,126,1
benign,2363680,7,8226,6442450944,320,2404352,1024,1080832,1,0,0,0,0,0,0,0,0,1,2,3,6.841652375658594,2.7579942171317557,4.84076488242184,1136640,4096,336237.71428571426,1,6,154,25
benign,236544,7,34,5368709120,33120,262144,1024,162304,1,0,0,0,0,0,0,0,0,0,1,3,6.485548682130726,1.0799812378119007,4.30106196791469,162304,512,33645.71428571428,0,6,84,0
benign,2403360,8,8450,268435456,320,2433024,1024,1891840,1,0,0,0,0,1,0,1,0,1,9,3,6.383707369198609,0.011173818721219527,3.668291949739241,1891840,512,299072.0,1,7,237,3
benign,423848,6,258,4194304,33088,421888,1024,223744,1,0,0,0,0,0,0,1,0,1,7,2,6.665653091061386,1.0364071092366756,4.10342688941505,223744,512,67157.33333333333,0,18,284,0
benign,262144,3,271,4194304,0,274432,4096,204800,1,0,0,0,0,0,0,1,0,1,4,1,6.784251824278444,5.570194819931493,6.3255910131628355,204800,12288,86016.0,0,1,67,0
benign,1563648,9,34,5368709120,33088,1654784,1024,620032,1,0,0,0,0,0,0,0,0,0,1,5,6.624147398297258,3.1142926753118596,4.824409302364995,864256,512,173624.88888888888,0,1,106,0
benign,1629544,5,258,4194304,33088,1622016,1024,461824,1,0,0,0,0,0,0,1,0,1,5,1,6.865860492190013,4.3241866989991244,5.912316503611045,842752,46592,321740.8,1,19,369,0
benign,108032,5,258,4194304,33088,102400,1024,42496,1,0,0,0,0,0,0,0,0,1,4,1,6.539879612701068,1.803206494762591,4.987600170004948,42496,2560,17817.6,1,1,70,0
benign,1445856,6,258,4194304,33088,1445888,1024,774656,1,0,0,0,0,0,0,1,0,1,6,2,6.660449790919866,2.3721643758479667,4.473593099720378,774656,512,237482.66666666666,1,19,345,0
benign,106490,19,8230,8696299520,352,131072,1536,10752,0,0,0,0,0,0,0,1,0,1,2,14,6.132118216897013,0.0,3.406369033319341,30208,0,4015.157894736842,0,4,35,26
benign,27895600,6,290,4194304,49472,27910144,1024,2001408,1,1,0,0,0,0,0,1,0,1,7,2,7.980973380577001,0.3503196032474204,5.307124827573185,25027072,512,4646485.333333333,1,24,472,149
benign,426936,6,290,4194304,33088,425984,1024,5632,1,1,0,0,0,0,0,1,0,1,6,2,6.326546710503293,0.2718049811092426,3.747811692565133,395776,512,67669.33333333333,1,9,53,0
benign,173440,6,258,4194304,33088,167936,1024,32768,1,0,0,0,0,0,0,0,0,1,6,2,6.719825613338029,2.0226765631061565,4.610899643171794,100352,512,25429.333333333332,1,15,141,0
benign,42430976,12,8750,1633157120,320,43163648,1024,32531456,1,0,0,0,0,1,0,1,0,0,9,5,6.902037547582742,0.0,3.6720355340121156,32531456,0,3535829.3333333335,0,7,300,1337
benign,555520,8,34,5368709120,33088,577536,1024,401408,1,0,0,0,0,0,0,0,0,0,1,4,6.537152904912449,2.4242344331086523,5.298133989234563,401408,512,69312.0,0,2,74,46
benign,577056,6,258,4194304,33088,720896,1024,480256,1,0,0,0,0,0,0,0,0,1,4,2,6.787617304240378,2.6303781267047515,4.55690024151168,480256,512,92672.0,1,18,237,0
benign,214048,6,258,4194304,33088,208896,1024,12288,1,0,0,0,0,0,0,0,0,1,5,2,6.258915135675532,1.8410578593086993,4.069531874215817,172032,512,32170.666666666668,0,13,83,0
benign,215264,5,3330,4194304,33088,208896,1024,147456,1,0,0,0,0,0,0,1,0,1,5,1,6.6311817041114605,2.2974230579700903,4.842940644951312,147456,2560,39219.2,1,4,161,0
benign,64896,2,8450,268435456,1344,53248,512,0,0,0,0,0,0,0,0,0,0,1,1,1,3.875293527575598,1.010140513712303,2.4427170206439506,44032,512,22272.0,1,0,0,0
benign,64896,2,8450,268435456,1344,53248,512,0,0,0,0,0,0,0,0,0,0,1,1,1,3.875293527575598,1.010140513712303,2.4427170206439506,44032,512,22272.0,1,0,0,0
benign,5132888,5,34,4294967296,33088,5140480,1024,4534272,1,0,0,0,0,0,0,1,0,1,4,1,7.908942955944564,3.508683514571203,6.035685730051977,4534272,16896,1025024.0,0,6,216,0
benign,9871936,7,290,4194304,49472,4141056,1024,2906112,1,0,0,0,1,1,0,1,0,1,11,3,6.572194138609192,0.0,4.620579364316387,2906112,512,583241.1428571428,1,2,208,0
benign,497080,2,8450,268435456,1344,487424,512,0,0,0,0,0,0,0,0,0,0,1,1,1,4.580315961920296,1.014575730966368,2.797445846443332,476160,512,238336.0,1,0,0,0
benign,30524312,6,290,4194304,33088,30756864,1024,21219328,1,0,0,0,0,0,0,1,0,1,8,2,6.739217471307363,1.5912096428989562,4.496428605998925,21219328,1024,5083904.0,1,25,1102,144
benign,112492,19,8230,14587527168,352,139264,1536,17408,0,0,0,0,0,0,0,1,0,1,2,14,6.16185288478059,0.0,3.4012214858969085,30208,0,4365.473684210527,0,4,34,26
benign,31432,15,8238,14884339712,352,69632,1024,6144,0,0,0,0,0,0,0,0,0,1,1,8,6.024289987095669,0.0,1.988393474935376,6144,0,1194.6666666666667,0,6,49,2
benign,123847,19,8230,7936802816,352,143360,1536,16384,0,0,0,0,0,0,0,1,0,1,2,14,6.212824696486325,0.0,3.648802530458077,33280,0,4715.789473684211,0,4,40,35
benign,184320,6,258,4194304,49472,200704,1024,161280,1,0,0,0,0,0,0,1,0,0,5,2,6.665631967297074,0.3660263297707923,4.356426459013486,161280,512,30549.333333333332,1,22,228,0
benign,10773928,6,258,4194304,33088,10772480,1024,8605184,1,0,0,0,0,0,0,1,0,1,7,2,6.632602586374054,3.321317799025342,4.9855059068186485,8605184,512,1792170.6666666667,1,22,381,0
benign,639448,6,258,4194304,33088,634880,1024,348160,1,0,0,0,0,0,0,1,0,1,6,2,6.641308341601807,1.1901810989654757,3.993667213718787,348160,512,103082.66666666667,1,4,150,0
benign,95098,19,8230,14378598400,352,126976,1536,6656,0,0,0,0,0,0,0,1,0,1,2,14,6.010046878641477,0.0,3.324475743995084,31232,0,3745.684210526316,0,2,23,13
benign,109908,19,8230,13636468736,352,139264,1536,15872,0,0,0,0,0,0,0,1,0,1,2,14,6.070135713459231,0.0,3.3640908468772595,31744,0,4392.421052631579,0,2,25,1
benign,14219264,6,34,5368709120,49504,14467072,1024,10165760,1,1,0,0,0,1,0,1,0,0,7,2,6.495559977193597,4.904407015458453,5.6537822557158215,10165760,165376,2369706.6666666665,1,35,1077,16
benign,116763,19,8230,10872881152,352,208896,1536,18944,0,0,0,0,0,0,0,1,0,1,2,14,6.202930087424493,0.0,3.2608556653766034,32768,0,4661.894736842105,0,3,29,1
benign,116267,19,8230,11635654656,352,208896,1536,18432,0,0,0,0,0,0,0,1,0,1,2,14,6.2845591888339625,0.0,3.2714427199077085,32768,0,4634.9473684210525,0,3,29,1
benign,96533,19,8230,8256356352,352,131072,1536,10240,0,0,0,0,0,0,0,1,0,1,2,14,6.230290983567951,0.0,3.263657656904685,30208,0,3853.4736842105262,0,2,23,10
benign,97045,19,8230,14415822848,352,126976,1536,7680,0,0,0,0,0,0,0,1,0,1,2,14,5.974223780346487,0.0,3.295372039384008,30208,0,3772.6315789473683,0,4,31,9
benign,1231256,2,8450,268435456,1344,1220608,512,0,0,0,0,0,0,0,0,0,0,1,1,1,3.843670742112777,1.030200730966368,2.4369357365395725,1210368,512,605440.0,1,0,0,0
benign,122095,19,8230,13665501184,352,143360,1536,19968,0,0,0,0,0,0,0,1,0,1,2,14,6.104630503668424,0.0,3.6392320471715576,32256,0,4715.789473684211,0,4,37,31
benign,122319,19,8230,11350966272,352,147456,1536,14848,0,0,0,0,0,0,0,1,0,1,2,14,6.160744233867259,0.0,3.2394854184597093,35840,0,4958.315789473684,0,2,27,1
benign,16896,7,34,5368709120,33120,40960,1024,6144,1,0,0,0,0,0,0,0,0,0,1,3,6.1550269652012055,0.14263576814887827,2.7844028526431512,6144,512,2267.4285714285716,1,8,53,0
benign,28672,7,34,5368709120,33120,53248,1024,13312,1,0,0,0,0,0,0,0,0,0,1,3,6.188097848449335,0.27571123110924267,3.3768849263942906,13312,512,3949.714285714286,0,10,107,0
benign,54784,6,8226,6442450944,352,73728,1024,33792,1,0,0,0,0,0,0,0,0,0,1,2,6.228759332709233,1.8138526629757414,4.358242549532644,33792,512,8960.0,0,11,76,1
benign,97285,19,8230,11225464832,352,131072,1536,8704,0,0,0,0,0,0,0,1,0,1,2,14,6.090030419032803,0.0,3.2011253581272268,30720,0,3826.5263157894738,0,2,24,1
benign,396288,5,290,4194304,17728,417792,1024,371200,1,0,1,0,0,0,0,1,0,0,4,1,6.777647042301341,2.4140954114987467,5.119279627180409,371200,512,79052.8,0,1,146,0
benign,521216,6,8450,268435456,16704,540672,1024,410112,1,1,0,0,0,0,0,0,0,0,4,2,6.75237821820274,2.9362402002161403,4.9998389965307375,410112,512,86698.66666666667,1,27,167,4
benign,109568,6,8450,268435456,16704,126976,1024,50688,1,0,0,0,0,0,0,0,0,0,3,2,6.582399877654985,0.886972508467109,4.143742994706314,50688,512,18090.666666666668,1,24,110,5
benign,56832,6,8450,268435456,16704,73728,1024,41984,1,0,0,0,0,0,0,0,0,0,3,2,6.63913694762392,1.0491583450221182,3.95513536546501,41984,512,9301.333333333334,1,23,90,4
benign,145408,5,8450,268435456,16704,159744,1024,81408,1,0,0,0,0,0,0,0,0,0,3,1,6.580541687795298,2.3461911824036203,4.896637444015672,81408,1024,28876.8,1,19,120,4
benign,92774,19,8230,9141223424,352,126976,1536,6656,0,0,0,0,0,0,0,1,0,1,2,14,6.101346692983086,0.0,3.2334577889902305,30208,0,3664.842105263158,0,2,22,10
benign,129536,12,8750,1851523072,320,172032,1024,114176,0,0,0,0,0,0,0,0,0,0,0,5,6.340973963125764,0.0,2.810171248746649,114176,0,10709.333333333334,0,3,50,10
benign,119296,12,8750,6442450944,352,163840,1024,103424,0,0,0,0,0,0,0,0,0,0,0,5,6.310685089831764,0.0,2.7572682544903384,103424,0,9856.0,0,3,53,10
benign,133120,12,8750,6442450944,352,176128,1024,117760,0,0,0,0,0,0,0,0,0,0,0,5,6.30397422651364,0.0,2.7575652003498843,117760,0,11008.0,0,3,49,10
benign,84480,11,8750,6442450944,352,122880,1024,70144,0,0,0,0,0,0,0,0,0,0,0,5,6.3207626557113485,0.0,2.7711648247306324,70144,0,7586.909090909091,0,3,35,10
benign,1874296,6,290,4194304,33088,1871872,1024,6144,1,0,0,0,0,0,0,0,0,1,4,2,6.091821089162971,0.2718049811092426,3.291255340270407,1842176,512,308906.6666666667,1,10,51,0
benign,212992,2,34,5368709120,34144,229376,512,71168,0,0,0,0,0,0,0,0,0,1,1,0,6.75122012897788,5.877619304498299,6.314419716738089,141312,71168,106240.0,1,0,0,0
benign,4063768,2,8450,268435456,1344,4046848,512,0,0,0,0,0,0,0,0,0,0,1,1,1,3.63778212457166,1.026294480966368,2.332038302769014,4038144,512,2019328.0,1,0,0,0
benign,113791,19,8230,10447486976,352,139264,1536,17920,0,0,0,0,0,0,0,1,0,1,2,14,6.262588665239375,0.0,3.4588671832021207,30208,0,4392.421052631579,0,4,35,27
benign,107037,19,8230,14336131072,352,131072,1536,11264,0,0,0,0,0,0,0,1,0,1,2,14,6.060665042645238,0.0,3.4110324420665363,30208,0,4042.1052631578946,0,4,35,26
benign,213424,6,258,4194304,33088,208896,1024,11776,1,0,0,0,0,0,0,0,0,1,5,2,6.368894005506493,1.8731073947219026,4.309975873707838,172032,512,32085.333333333332,0,13,82,0
benign,4308864,6,258,4194304,33088,4333568,1024,2725888,1,0,0,0,0,0,0,1,0,1,9,2,6.661023566012177,2.02797578099017,4.094142737762415,2725888,512,714666.6666666666,1,14,476,0
benign,21504,3,8450,268435456,34112,49152,512,18944,0,0,0,0,0,0,0,0,0,0,0,0,5.608472530452727,0.08153941234324169,2.7168264932734085,18944,512,6997.333333333333,0,1,1,0
benign,91648,3,8450,268435456,34112,114688,512,89088,0,0,0,0,0,0,0,0,0,0,0,0,5.769462261172128,0.10191042566270775,2.776109907104496,89088,512,30378.666666666668,0,1,1,0
benign,56832,5,8450,268435456,16704,69632,1024,46592,1,0,0,0,0,0,0,0,0,0,2,1,6.391584467991816,1.9366986683259029,4.474414329899948,46592,1024,11161.6,0,18,90,2
benign,45056,5,258,4194304,49472,57344,1024,36352,1,0,0,0,0,0,0,0,0,0,2,1,6.629331589843366,2.9689814706243656,4.782860752351196,36352,512,8806.4,0,16,89,0
benign,77824,6,8450,268435456,16704,94208,1024,62976,1,0,0,0,0,0,0,0,0,0,2,2,6.344194832093174,0.11446338125913882,3.8605059566445328,62976,512,12800.0,0,23,170,2
benign,146944,6,8450,268435456,16704,163840,1024,124928,1,0,0,0,0,0,0,1,0,0,3,2,6.58009601519523,0.3419210594223054,4.356220292287376,124928,512,24320.0,0,48,217,19
benign,21144,6,34,5368709120,49504,28672,1024,4096,0,0,0,0,0,0,0,1,0,1,2,2,5.51004506407356,0.37479724348767507,2.6727853734197775,4096,512,1877.3333333333333,1,12,38,0
benign,1232824,2,8450,268435456,1344,1220608,512,0,0,0,0,0,0,0,0,0,0,1,1,1,4.0965214588624415,1.030200730966368,2.563361094914405,1211904,512,606208.0,1,0,0,0
benign,5844228,11,8742,8355971072,352,5902336,1024,2391040,1,0,0,0,0,0,0,1,0,1,5,5,6.422355677460762,0.0,4.11468168936181,2391040,0,530059.6363636364,0,8,314,1736
benign,1495552,5,258,4194304,33088,1519616,1024,1065472,1,0,0,0,0,0,0,1,0,0,5,1,6.653580219335736,2.8267684105339366,4.993601156022727,1065472,1024,298905.6,0,8,139,0
benign,1196744,15,8238,10935140352,352,1236992,1024,856576,1,0,0,0,0,0,0,1,0,1,4,8,6.285297106068382,0.0,2.8630917044268345,856576,0,78882.13333333333,0,26,1548,2
benign,48840,15,8238,8461746176,352,86016,1024,19968,0,0,0,0,0,0,0,0,0,1,1,8,6.149253060711007,0.0,2.148038701457922,19968,0,2355.2,0,5,94,2
benign,58056,15,8238,10970988544,352,98304,1024,25600,0,0,0,0,0,0,0,0,0,1,1,8,6.043395683080287,0.0,2.265045323013361,25600,0,2969.6,0,5,123,2
benign,49864,15,8238,14321451008,352,86016,1024,19968,0,0,0,0,0,0,0,0,0,1,1,8,6.164472258168426,0.0,2.240370381842938,19968,0,2423.4666666666667,0,5,112,2
benign,10752,7,8226,6442450944,352,32768,1024,3584,1,0,0,0,0,0,0,0,0,0,1,3,5.981401860044823,0.08153941234324169,2.3319685809884945,3584,512,1389.7142857142858,1,3,26,0
benign,641736,15,8238,14761000960,352,675840,1024,491520,0,0,0,0,0,0,0,0,0,1,1,8,6.433253977222368,0.0,2.6211913282152355,491520,0,41881.6,0,5,203,2
benign,45768,15,8238,12069568512,352,81920,1024,10752,0,0,0,0,0,0,0,0,0,1,1,8,5.87365128791845,0.0,2.2705086172160396,10752,0,2150.4,0,5,162,2
benign,31432,15,8238,10818551808,352,69632,1024,6144,0,0,0,0,0,0,0,0,0,1,1,8,6.0218278167873045,0.0,2.0278558624420397,6144,0,1194.6666666666667,0,6,49,2
benign,31432,15,8238,14998765568,352,69632,1024,6144,0,0,0,0,0,0,0,0,0,1,1,8,6.023951460100868,0.0,2.0062723449050544,6144,0,1194.6666666666667,0,6,49,2
benign,30920,15,8238,8513388544,352,69632,1024,6144,0,0,0,0,0,0,0,0,0,1,1,8,6.022093126290011,0.0,1.9945655959499777,6144,0,1160.5333333333333,0,6,49,2
benign,31432,15,8238,11930304512,352,69632,1024,6144,0,0,0,0,0,0,0,0,0,1,1,8,6.024323982439469,0.0,1.9862254252585554,6144,0,1194.6666666666667,0,6,49,2
benign,31432,15,8238,9351790592,352,69632,1024,6656,0,0,0,0,0,0,0,0,0,1,1,8,5.7546872147586745,0.0,2.010449304239441,6656,0,1194.6666666666667,0,6,50,2
benign,31432,15,8238,10731061248,352,69632,1024,6144,0,0,0,0,0,0,0,0,0,1,1,8,6.025122079286535,0.0,2.0183258752265263,6144,0,1194.6666666666667,0,6,49,2
